16,30,34,39
19,31,34,39
21,34,34,39
23,37,34,39
28,39,34,39
30,41,34,39
34,41,34,39
38,43,34,39
44,43,34,39
47,46,34,39
53,47,34,39
58,45,34,39
61,45,34,39
64,43,34,39
66,41,34,39
68,39,34,39
71,38,34,39
74,36,34,39
78,33,34,39
85,34,34,39
93,34,34,39
102,34,34,39
109,33,34,39
118,33,34,39
126,33,34,39
132,34,34,39
138,34,34,39
142,32,34,39
143,32,34,39
143,31,34,39
139,31,34,39
133,32,34,39
126,33,34,39
119,30,34,39
111,28,34,39
105,27,34,39
96,30,34,39
90,31,34,39
84,33,34,39
80,34,34,39
73,24,34,39
69,25,34,39
65,26,34,39
61,27,34,39
58,37,34,39
56,41,34,39
55,41,34,39
54,40,34,39
52,40,34,39
52,39,34,39
51,40,34,39
53,40,34,39
56,40,34,39
62,38,34,39
73,39,34,39
81,39,34,39
91,38,34,39
99,38,34,39
108,38,34,39
118,37,34,39
124,36,34,39
132,36,34,39
139,34,34,39
145,31,34,39
148,30,34,39
150,29,34,39
151,29,34,39
149,29,34,39
143,29,34,39
134,33,34,39
122,37,34,39
113,39,34,39
102,39,34,39
90,42,34,39
77,44,34,39
64,42,34,39
56,41,34,39
48,39,34,39
39,35,34,39
30,33,34,39
20,32,34,39
10,32,34,39
0,35,34,39
0,37,34,39
0,37,34,39
0,37,34,39
0,37,34,39
0,36,34,39
0,36,34,39
0,30,34,39
0,29,34,39
1,30,34,39
3,30,34,39
2,37,34,39
10,39,34,39
15,41,34,39
19,42,34,39
25,43,34,39
28,44,34,39
35,45,34,39
42,45,34,39
47,46,34,39
57,47,34,39
66,48,34,39
73,49,34,39
81,50,34,39
91,48,34,39
115,54,34,39
119,55,34,39
129,53,34,39
141,53,34,39
152,52,34,39
159,51,34,39
166,50,34,39
169,49,34,39
171,46,34,39
169,45,34,39
163,42,34,39
157,38,34,39
150,37,34,39
143,36,34,39
136,34,34,39
129,33,34,39
127,27,34,39
126,26,34,39
124,29,34,39
123,31,34,39
127,32,34,39
122,35,34,39
116,35,34,39
107,34,34,39
96,34,34,39
89,34,34,39
81,34,34,39
76,35,34,39
79,37,34,39
88,36,34,39
97,37,34,39
110,40,34,39
107,40,34,39
117,45,34,39
118,45,34,39
121,45,34,39
120,46,34,39
119,46,34,39
118,46,34,39
116,46,34,39
111,46,34,39
110,44,34,39
115,44,34,39
112,42,34,39
115,40,34,39
122,39,34,39
132,40,34,39
139,39,34,39
147,38,34,39
151,36,34,39
155,32,34,39
156,26,34,39
155,24,34,39
156,24,34,39
151,26,34,39
147,30,34,39
140,39,34,39
134,48,34,39
134,53,34,39
133,53,34,39
129,49,34,39
124,43,34,39
114,41,34,39
105,38,34,39
99,35,34,39
96,34,34,39
94,33,34,39
104,28,34,39
102,28,34,39
88,32,34,39
80,37,34,39
75,41,34,39
75,43,34,39
80,43,34,39
81,45,34,39
82,44,34,39
83,45,34,39
90,46,34,39
90,44,34,39
95,43,34,39
98,41,34,39
99,38,34,39
103,36,34,39
106,32,34,39
104,29,34,39
108,29,34,39
108,31,34,39
108,33,34,39
109,35,34,39
108,37,34,39
106,38,34,39
106,40,34,39
107,39,34,39
108,37,34,39
116,34,34,39
127,33,34,39
123,37,34,39
123,41,34,39
114,39,34,39
123,30,34,39
116,32,34,39
113,34,34,39
116,34,34,39
119,33,34,39
113,34,34,39
107,35,34,39
97,38,34,39
91,37,34,39
86,40,34,39
82,42,34,39
80,50,34,39
80,54,34,39
82,53,34,39
86,52,34,39
90,48,34,39
94,44,34,39
96,39,34,39
101,34,34,39
109,30,34,39
116,28,34,39
120,27,34,39
121,28,34,39
117,31,34,39
116,29,34,39
107,32,34,39
96,37,34,39
90,41,34,39
96,40,34,39
92,42,34,39
91,43,34,39
92,42,34,39
93,40,34,39
97,35,34,39
101,32,34,39
106,30,34,39
102,33,34,39
104,34,34,39
107,35,34,39
119,37,34,39
123,38,34,39
124,41,34,39
122,41,34,39
116,42,34,39
111,42,34,39
107,44,34,39
104,49,34,39
101,52,34,39
99,54,34,39
101,55,34,39
103,55,34,39
108,53,34,39
116,49,34,39
139,47,34,39
140,45,34,39
159,47,34,39
161,48,34,39
160,48,34,39
160,49,34,39
160,49,34,39
160,49,34,39
159,48,34,39
160,48,34,39
160,49,34,39
160,48,34,39
161,48,34,39
160,49,34,39
161,49,34,39
161,49,34,39
161,49,34,39
162,50,34,39
162,49,34,39
161,49,34,39
162,50,34,39
161,50,34,39
161,50,34,39
162,50,34,39
162,50,34,39
162,50,34,39
162,51,34,39
164,51,34,39
173,49,34,39
174,49,34,39
176,49,34,39
175,48,34,39
174,49,34,39
174,49,34,39
173,49,34,39
174,49,34,39
174,49,34,39
174,49,34,39
174,49,34,39
174,49,34,39
174,49,34,39
174,49,34,39
174,49,34,39
174,49,34,39
174,49,34,39
174,49,34,39
174,49,34,39
174,49,34,39
175,49,34,39
174,49,34,39
174,50,34,39
173,50,34,39
174,49,34,39
174,50,34,39
175,49,34,39
174,50,34,39
174,50,34,39
174,50,34,39
174,50,34,39
174,50,34,39
174,50,34,39
175,50,34,39
178,50,34,39
176,51,34,39
174,51,34,39
174,51,34,39
173,52,34,39
173,51,34,39
174,51,34,39
173,51,34,39
174,51,34,39
173,51,34,39
173,51,34,39
173,51,34,39
173,51,34,39
173,51,34,39
173,51,34,39
173,52,34,39
173,51,34,39
173,52,34,39
173,51,34,39
173,51,34,39
173,51,34,39
161,43,34,39
162,35,34,39
148,32,34,39
131,39,34,39
124,36,34,39
107,36,34,39
89,40,34,39
73,44,34,39
63,49,34,39
63,52,34,39
68,56,34,39
80,63,34,39
93,65,34,39
102,62,34,39
104,56,34,39
101,51,34,39
79,44,34,39
69,44,34,39
63,46,34,39
60,48,34,39
64,48,34,39
71,47,34,39
81,42,34,39
