16,30,34,39
19,32,34,39
21,35,34,39
23,38,34,39
26,40,34,39
30,41,34,39
35,42,34,39
38,43,34,39
43,45,34,39
49,46,34,39
55,47,34,39
59,46,34,39
63,46,34,39
65,44,34,39
68,43,34,39
70,40,34,39
74,40,34,39
77,37,34,39
81,36,34,39
89,35,34,39
97,36,34,39
105,35,34,39
113,36,34,39
122,35,34,39
129,35,34,39
136,35,34,39
140,35,34,39
145,33,34,39
146,31,34,39
146,32,34,39
143,32,34,39
138,33,34,39
131,33,34,39
123,32,34,39
115,32,34,39
106,32,34,39
98,33,34,39
90,36,34,39
86,38,34,39
81,39,34,39
75,28,34,39
70,28,34,39
66,29,34,39
63,33,34,39
59,42,34,39
58,44,34,39
56,45,34,39
55,45,34,39
54,44,34,39
52,44,34,39
52,43,34,39
53,43,34,39
57,44,34,39
65,43,34,39
73,43,34,39
83,43,34,39
93,42,34,39
102,41,34,39
111,42,34,39
120,41,34,39
128,40,34,39
137,39,34,39
144,37,34,39
148,34,34,39
152,33,34,39
154,32,34,39
155,31,34,39
152,31,34,39
145,33,34,39
136,36,34,39
125,40,34,39
114,44,34,39
105,44,34,39
93,46,34,39
82,47,34,39
68,46,34,39
58,45,34,39
50,42,34,39
41,39,34,39
32,37,34,39
22,35,34,39
12,36,34,39
2,37,34,39
0,41,34,39
0,42,34,39
0,42,34,39
0,42,34,39
0,41,34,39
0,38,34,39
0,32,34,39
0,32,34,39
0,31,34,39
2,31,34,39
8,39,34,39
11,43,34,39
15,44,34,39
22,45,34,39
27,46,34,39
32,47,34,39
38,48,34,39
47,46,34,39
54,49,34,39
62,49,34,39
73,50,34,39
82,51,34,39
91,50,34,39
97,50,34,39
119,56,34,39
135,54,34,39
147,56,34,39
156,55,34,39
165,55,34,39
170,54,34,39
176,52,34,39
180,50,34,39
182,48,34,39
180,46,34,39
173,44,34,39
165,40,34,39
156,38,34,39
148,37,34,39
140,35,34,39
134,36,34,39
132,30,34,39
133,28,34,39
131,31,34,39
128,34,34,39
119,44,34,39
123,41,34,39
117,40,34,39
109,39,34,39
98,38,34,39
90,38,34,39
83,38,34,39
78,39,34,39
81,40,34,39
88,41,34,39
99,41,34,39
111,42,34,39
121,53,34,39
125,53,34,39
126,52,34,39
125,51,34,39
125,50,34,39
125,52,34,39
122,52,34,39
120,52,34,39
116,53,34,39
114,52,34,39
113,48,34,39
113,48,34,39
117,46,34,39
124,46,34,39
134,45,34,39
143,44,34,39
149,42,34,39
153,41,34,39
158,37,34,39
159,31,34,39
158,28,34,39
158,28,34,39
155,31,34,39
150,36,34,39
146,44,34,39
140,53,34,39
136,58,34,39
136,58,34,39
